ticker
AALI.JK
ABBA.JK
ABDA.JK
ABMM.JK
ACRO.JK
ACST.JK
ADES.JK
ADCP.JK
ADHI.JK
ADMF.JK
ADMG.JK
ADMR.JK
ADRO.JK
AGAR.JK
AGII.JK
AGRO.JK
AGRS.JK
AHAP.JK
AIMS.JK
AALI.JK
AKKU.JK
AKPI.JK
AKRA.JK
AKSI.JK
ALDO.JK
ALKA.JK
ALMI.JK
ALTO.JK
AMAR.JK
AMFG.JK
AMIN.JK
AMMN.JK
AMMS.JK
AMOR.JK
AMRT.JK
ANDI.JK
ANJT.JK
ANTM.JK
APEX.JK
APII.JK
APLI.JK
APLN.JK
ARCI.JK
ARGO.JK
ARII.JK
ARKA.JK
ARKO.JK
ARNA.JK
ARTA.JK
ARTI.JK
ASBI.JK
ASDM.JK
ASGR.JK
ASHA.JK
ASII.JK
ASJT.JK
ASLC.JK
ASLI.JK
ASMI.JK
ASPI.JK
ASRI.JK
ASRM.JK
ASRO.JK
ASRR.JK
ASSA.JK
ATAP.JK
ATIC.JK
ATLA.JK
AUTO.JK
AVIA.JK
AWAN.JK
AXIO.JK
BABP.JK
BACA.JK
BAJA.JK
BALI.JK
BANK.JK
BAPA.JK
BAPI.JK
BATA.JK
BATR.JK
BAUT.JK
BAYU.JK
BBCA.JK
BBHI.JK
BBKP.JK
BBLD.JK
BBMD.JK
BBNI.JK
BBRI.JK
BBRM.JK
BBSI.JK
BBTN.JK
BBYB.JK
BCAP.JK
BCIC.JK
BCIP.JK
BDKR.JK
BDMN.JK
BEBS.JK
BEI.JK
BELL.JK
BESS.JK
BEST.JK
BFIN.JK
BFI.JK
BGTG.JK
BHAT.JK
BHIT.JK
BIKA.JK
BIMA.JK
BINA.JK
BIPP.JK
BIRD.JK
BISI.JK
BJBR.JK
BJTM.JK
BKDP.JK
BKSL.JK
BLES.JK
BLTA.JK
BLTZ.JK
BMAS.JK
BMHS.JK
BMRI.JK
BMSR.JK
BMTR.JK
BNBA.JK
BNBR.JK
BNGA.JK
BNII.JK
BNLI.JK
BOBA.JK
BOLT.JK
BOSS.JK
BOWL.JK
BPII.JK
BPLI.JK
BPPK.JK
BRAM.JK
BRIS.JK
BRMS.JK
BRNA.JK
BRPT.JK
BSBK.JK
BSDE.JK
BSIM.JK
BSML.JK
BSSR.JK
BSWD.JK
BTEK.JK
BTEL.JK
BTON.JK
BTPS.JK
BUDI.JK
BUKA.JK
BUKK.JK
BULL.JK
BUMI.JK
BUVA.JK
BVIC.JK
BWPT.JK
BWYS.JK
BYAN.JK
CAKK.JK
CAMP.JK
CANI.JK
CARE.JK
CASH.JK
CBMF.JK
CCSI.JK
CEKA.JK
CFIN.JK
CGAS.JK
CHEM.JK
CHIP.JK
CINT.JK
CITA.JK
CITY.JK
CLAY.JK
CLEO.JK
CLPI.JK
CMNP.JK
CMNT.JK
CMPP.JK
CNKO.JK
CNMA.JK
CNTB.JK
COAL.JK
COCO.JK
COIN.JK
COPS.JK
COWL.JK
CPIN.JK
CPRI.JK
CPRO.JK
CRAB.JK
CRSN.JK
CSAP.JK
CSIS.JK
CSMI.JK
CSRA.JK
CTBN.JK
CTRA.JK
CUAN.JK
CYBR.JK
CYRA.JK
DADA.JK
DART.JK
