ticker
DATA.JK
DAYA.JK
DCII.JK
DEAL.JK
DEFI.JK
DEPO.JK
DEWA.JK
DFAM.JK
DGIK.JK
DILD.JK
DIVA.JK
DKFT.JK
DLTA.JK
DMAS.JK
DMMX.JK
DMND.JK
DNAR.JK
DNET.JK
DOID.JK
DPNS.JK
DRMA.JK
DSFI.JK
DSNG.JK
DSSA.JK
DVLA.JK
DWGL.JK
DYAN.JK
EAST.JK
ECII.JK
EDGE.JK
EKAD.JK
ELPI.JK
ELSA.JK
ELTY.JK
EMDE.JK
EMTK.JK
ENAK.JK
ENRG.JK
ENZO.JK
EPAC.JK
EPMT.JK
ERAA.JK
ERTX.JK
ESIP.JK
ESSA.JK
ESTI.JK
EURO.JK
EXCL.JK
FAPA.JK
FAST.JK
FASW.JK
FILM.JK
FIMP.JK
FIRE.JK
FISH.JK
FITT.JK
FKLI.JK
FPNI.JK
FORU.JK
FORZ.JK
FPNI.JK
FREN.JK
GAMA.JK
GDST.JK
GEMA.JK
GEMS.JK
GGRM.JK
GIAA.JK
GJTL.JK
GLOB.JK
GLVA.JK
GMFI.JK
GMTA.JK
GOLD.JK
GOTO.JK
GPRA.JK
GRIA.JK
GRPM.JK
GSMF.JK
GTBO.JK
GTRA.JK
GTSI.JK
GULA.JK
GWSA.JK
GZCO.JK
HADE.JK
HAIS.JK
HAJJ.JK
HATM.JK
HBAT.JK
HDFA.JK
HDIT.JK
HEAL.JK
HERO.JK
HEXA.JK
HITS.JK
HKMU.JK
HKYO.JK
HMSP.JK
HOME.JK
HOMI.JK
HOPE.JK
HOTL.JK
HRME.JK
HRTA.JK
HUMI.JK
HYGN.JK
IATA.JK
IBFN.JK
IBOS.JK
IBST.JK
ICBP.JK
ICON.JK
IDEA.JK
IDPR.JK
IFII.JK
IFSH.JK
IGAR.JK
IGRS.JK
IIKP.JK
IKAI.JK
IKAN.JK
IKBI.JK
IKPM.JK
IMAS.JK
IMJS.JK
IMPC.JK
INAF.JK
INCI.JK
INCO.JK
INDF.JK
INDO.JK
INDR.JK
INDS.JK
INDX.JK
INDY.JK
INET.JK
INOV.JK
INPC.JK
INPP.JK
INPS.JK
INTA.JK
INTD.JK
INTP.JK
IPCC.JK
IPCM.JK
IPOL.JK
IPPE.JK
IPTV.JK
IRRA.JK
ISAT.JK
ISSP.JK
ITIC.JK
ITMA.JK
ITMG.JK
IOTF.JK
IPAC.JK
JARR.JK
JAST.JK
JATI.JK
JAYA.JK
JECC.JK
JGLE.JK
JIHD.JK
JMAS.JK
JPFA.JK
JPGL.JK
JRPT.JK
JSKY.JK
JSMR.JK
JSPT.JK
JTPE.JK
KAEF.JK
KARW.JK
KBAG.JK
KBLI.JK
KBLM.JK
KBRI.JK
KDSI.JK
KEEN.JK
KEJU.JK
KIAS.JK
KICI.JK
KIJA.JK
KINO.JK
KIOS.JK
KKGI.JK
KLBF.JK
KMDS.JK
KMTR.JK
KOBX.JK
KOCI.JK
KOIN.JK
KOKA.JK
KONI.JK
KOPI.JK
KPAS.JK
KPIG.JK
KRAS.JK
KRID.JK
KRYA.JK
KUAS.JK
LABA.JK
LAJU.JK
LAPD.JK
LCGP.JK
LEAD.JK
LFLO.JK
LIFE.JK
LINK.JK
LION.JK
LMAS.JK
LMPI.JK
LMSH.JK
LOPI.JK
LPCK.JK
LPCR.JK
LPGI.JK
LPIN.JK
LPKR.JK
LPLI.JK
LPPF.JK
LPPS.JK
LQ45.JK
LRNA.JK
LSIP.JK
LTLS.JK
LUCY.JK
MAPI.JK
MAPA.JK
MAPB.JK
MARK.JK
MARI.JK
MASS.JK
MAYA.JK
MBAP.JK
MBMA.JK
MBSS.JK
MCAS.JK
MCOL.JK
MCOR.JK
MDIA.JK
MDKA.JK
MDKI.JK
MDLN.JK
MDNA.JK
MDRN.JK
MEDC.JK
MEGA.JK
MERK.JK
META.JK
MGNA.JK
MGRO.JK
MGRO.JK
MICE.JK
MIDI.JK
Mika.JK
MINA.JK
MIRA.JK
MITI.JK
MKNT.JK
MKPI.JK
MLBI.JK
MLIA.JK
MLPL.JK
MLPT.JK
MMLP.JK
MNCN.JK
MOLI.JK
MPMX.JK
MPPA.JK
MPRO.JK
MRAT.JK
MREI.JK
MSIN.JK
MSJA.JK
MSKY.JK
MTDL.JK
MTEL.JK
MTFN.JK
MTLA.JK
MTRA.JK
MTWI.JK
MUID.JK
MUTU.JK
MYOH.JK
MYOR.JK
MYRX.JK
NANO.JK
NASA.JK
NAYZ.JK
NCKL.JK
NELY.JK
NETV.JK
NFCX.JK
NICL.JK
NIKL.JK
NINE.JK
NIRO.JK
NISP.JK
NOBU.JK
NPGF.JK
NRCA.JK
NSSS.JK
NTBK.JK
NTIP.JK
NUSA.JK
OCAP.JK
OILS.JK
OKAS.JK
OMRE.JK
OPMS.JK
OPNG.JK
PACK.JK
PADA.JK
PALM.JK
PANI.JK
PANR.JK
PANS.JK
PBID.JK
PBRX.JK
PDES.JK
PDPP.JK
PEGE.JK
PGAS.JK
PGEO.JK
PGUN.JK
PICO.JK
PIPA.JK
PKPK.JK
PLAS.JK
PLIN.JK
PMJS.JK
PNBN.JK
PNBS.JK
PNIN.JK
PNLF.JK
POLA.JK
POLI.JK
POLU.JK
PORT.JK
POWR.JK
PPGL.JK
PTBA.JK
PTPP.JK
PTPW.JK
PTRO.JK
PTSN.JK
PTSP.JK
PTSN.JK
PUDP.JK
PURA.JK
PURI.JK
PZZA.JK
RAAM.JK
RALS.JK
RANC.JK
RATU.JK
RBMS.JK
RDTX.JK
REAL.JK
RELF.JK
RELI.JK
RICY.JK
RIGS.JK
RIMO.JK
RINS.JK
RISE.JK
RMKE.JK
RMKO.JK
ROCK.JK
RODA.JK
RONY.JK
ROTI.JK
RSGK.JK
RUIS.JK
RUNS.JK
SAFE.JK
SAME.JK
SAMF.JK
SAPX.JK
SATO.JK
SBAT.JK
SBCO.JK
SCBD.JK
SCCO.JK
SCMA.JK
SDMU.JK
SDPC.JK
SDRA.JK
SEMA.JK
SGER.JK
SHID.JK
SICO.JK
SIMP.JK
SINI.JK
SKBM.JK
SKLT.JK
SLIS.JK
SMAR.JK
SMBR.JK
SMCB.JK
SMDM.JK
SMDR.JK
SMGA.JK
SMGR.JK
SMIL.JK
SMKL.JK
SMLE.JK
SMRA.JK
SMRU.JK
SMSM.JK
SNLK.JK
SOCI.JK
SOFA.JK
SOLA.JK
SONA.JK
SPMA.JK
SPRE.JK
SRAJ.JK
SRIL.JK
SRSN.JK
SRTG.JK
SSIA.JK
SSMS.JK
SSTM.JK
STAA.JK
STTP.JK
SUGI.JK
SULI.JK
SUNI.JK
SUPR.JK
SURE.JK
SWAT.JK
SWID.JK
TALF.JK
TAMU.JK
TAPG.JK
TAYS.JK
TBIG.JK
TBLA.JK
TBMS.JK
TBOG.JK
TBPS.JK
TCID.JK
TCPI.JK
TDPM.JK
TEBE.JK
TECH.JK
TELE.JK
TFAS.JK
TFCO.JK
TGKA.JK
TGLV.JK
TGRA.JK
TGRP.JK
TGUK.JK
TIFA.JK
TIGA.JK
TIRO.JK
TLDN.JK
TLKM.JK
TMAS.JK
TMBH.JK
TMPO.JK
TOBA.JK
TOOL.JK
TOPS.JK
TOSK.JK
TOTO.JK
TOWR.JK
TOYS.JK
TPMA.JK
TRAM.JK
TRGU.JK
TRIL.JK
TRIM.JK
TRIN.JK
TRIO.JK
TRIS.JK
TRJA.JK
TRON.JK
TRST.JK
TRUE.JK
TRUK.JK
TRUS.JK
TSPC.JK
TUGU.JK
UANG.JK
UCID.JK
UFOE.JK
ULTJ.JK
UNIC.JK
UNIQ.JK
UNIT.JK
UNSP.JK
UNTR.JK
UNVR.JK
UVCR.JK
VAST.JK
VICI.JK
VICO.JK
VINS.JK
VIVA.JK
VOKS.JK
VOLI.JK
WAPO.JK
WEGE.JK
WEHA.JK
WICO.JK
WIDI.JK
WIFI.JK
WIKA.JK
WINS.JK
WINR.JK
WINS.JK
WIRG.JK
WMPP.JK
WMUU.JK
WOWS.JK
WSBP.JK
WTON.JK
XISI.JK
YELO.JK
YULE.JK
ZATA.JK
ZBRA.JK
ZINC.JK
ZONE.JK
